OrderDate,Stockdate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,multiply
2016-12-28,2003-11-05T00:00:00.0000000,TO60925,597,19697,4,1,1,1
2016-12-28,2003-09-12T00:00:00.0000000,TO60930,480,14292,4,3,2,6
2016-12-28,2003-12-04T00:00:00.0000000,TO60930,485,14292,4,2,2,4
2016-12-28,2003-09-18T00:00:00.0000000,TO60930,362,14292,4,1,1,1
2016-12-28,2003-10-01T00:00:00.0000000,TO60950,220,20828,8,2,1,2
2016-12-28,2003-11-26T00:00:00.0000000,TO60950,389,20828,8,1,1,1
2016-12-28,2003-09-10T00:00:00.0000000,TO60903,480,28639,4,3,3,9
2016-12-28,2003-10-14T00:00:00.0000000,TO60903,529,28639,4,2,2,4
2016-12-28,2003-12-03T00:00:00.0000000,TO60903,539,28639,4,1,2,2
2016-12-28,2003-09-21T00:00:00.0000000,TO60903,486,28639,4,4,1,4
2016-12-28,2003-11-02T00:00:00.0000000,TO60923,485,12759,1,1,2,2
2016-12-28,2003-10-03T00:00:00.0000000,TO60924,215,11562,8,1,1,1
2016-12-28,2003-11-28T00:00:00.0000000,TO60924,226,11562,8,2,1,2
2016-12-28,2003-09-12T00:00:00.0000000,TO60899,529,11423,8,3,2,6
2016-12-28,2003-09-29T00:00:00.0000000,TO60899,539,11423,8,2,2,4
2016-12-28,2003-10-07T00:00:00.0000000,TO60899,215,11423,8,5,1,5
2016-12-28,2003-09-16T00:00:00.0000000,TO60899,487,11423,8,4,1,4
2016-12-28,2003-09-23T00:00:00.0000000,TO60899,580,11423,8,1,1,1
2016-12-28,2003-12-01T00:00:00.0000000,TO60935,220,19965,9,2,1,2
2016-12-28,2003-10-01T00:00:00.0000000,TO60935,377,19965,9,1,1,1
2016-12-28,2003-10-21T00:00:00.0000000,TO60932,215,15391,6,4,1,4
2016-12-28,2003-12-12T00:00:00.0000000,TO60932,352,15391,6,1,1,1
2016-12-28,2003-12-05T00:00:00.0000000,TO60932,528,15391,6,2,1,2
2016-12-28,2003-11-11T00:00:00.0000000,TO60932,537,15391,6,3,1,3
2016-12-28,2003-11-28T00:00:00.0000000,TO60931,481,15395,6,4,2,8
2016-12-28,2003-12-03T00:00:00.0000000,TO60931,485,15395,6,3,2,6
2016-12-28,2003-11-25T00:00:00.0000000,TO60931,360,15395,6,1,1,1
2016-12-28,2003-12-04T00:00:00.0000000,TO60931,537,15395,6,2,1,2
2016-12-28,2003-11-15T00:00:00.0000000,TO60952,214,20808,8,2,1,2
2016-12-28,2003-09-11T00:00:00.0000000,TO60952,385,20808,8,1,1,1
2016-12-28,2003-10-22T00:00:00.0000000,TO60904,528,25341,4,1,2,2
2016-12-28,2003-10-18T00:00:00.0000000,TO60904,535,25341,4,2,2,4
2016-12-28,2003-10-17T00:00:00.0000000,TO60904,220,25341,4,3,1,3
2016-12-28,2003-12-04T00:00:00.0000000,TO60922,464,11517,4,4,2,8
2016-12-28,2003-10-17T00:00:00.0000000,TO60922,528,11517,4,2,2,4
2016-12-28,2003-11-16T00:00:00.0000000,TO60922,220,11517,4,3,1,3
2016-12-28,2003-11-06T00:00:00.0000000,TO60922,537,11517,4,1,1,1
2016-12-28,2003-12-04T00:00:00.0000000,TO60908,477,12363,6,1,2,2
2016-12-28,2003-10-18T00:00:00.0000000,TO60908,487,12363,6,2,1,2
2016-12-28,2003-09-25T00:00:00.0000000,TO60895,480,13607,8,2,2,4
2016-12-28,2003-11-18T00:00:00.0000000,TO60895,356,13607,8,1,1,1
2016-12-28,2003-09-14T00:00:00.0000000,TO60920,530,16036,10,1,2,2
2016-12-28,2003-11-01T00:00:00.0000000,TO60920,220,16036,10,2,1,2
2016-12-28,2003-11-04T00:00:00.0000000,TO60921,530,22584,7,2,3,6
2016-12-28,2003-10-21T00:00:00.0000000,TO60921,541,22584,7,1,2,2
2016-12-28,2003-12-04T00:00:00.0000000,TO60928,528,13947,1,3,3,9
2016-12-28,2003-09-12T00:00:00.0000000,TO60928,354,13947,1,1,1,1
2016-12-28,2003-12-13T00:00:00.0000000,TO60928,471,13947,1,4,1,4
2016-12-28,2003-11-02T00:00:00.0000000,TO60928,537,13947,1,2,1,2
2016-12-28,2003-12-04T00:00:00.0000000,TO60900,229,14139,8,2,1,2
2016-12-28,2003-09-29T00:00:00.0000000,TO60900,589,14139,8,1,1,1
2016-12-28,2003-11-15T00:00:00.0000000,TO60948,214,23145,4,2,1,2
2016-12-28,2003-11-03T00:00:00.0000000,TO60948,606,23145,4,1,1,1
2016-12-28,2003-09-15T00:00:00.0000000,TO60911,528,15979,1,1,1,1
2016-12-28,2003-12-09T00:00:00.0000000,TO60949,466,22255,1,3,2,6
2016-12-28,2003-10-12T00:00:00.0000000,TO60949,220,22255,1,2,1,2
2016-12-28,2003-11-02T00:00:00.0000000,TO60949,584,22255,1,1,1,1
2016-12-28,2003-10-23T00:00:00.0000000,TO60947,529,22266,4,3,2,6
2016-12-28,2003-11-15T00:00:00.0000000,TO60947,538,22266,4,2,2,4
2016-12-28,2003-09-28T00:00:00.0000000,TO60947,486,22266,4,4,1,4
2016-12-28,2003-10-13T00:00:00.0000000,TO60947,604,22266,4,1,1,1
2016-12-28,2003-11-10T00:00:00.0000000,TO60916,529,20055,10,2,2,4
2016-12-28,2003-10-04T00:00:00.0000000,TO60916,489,20055,10,3,1,3
2016-12-28,2003-11-24T00:00:00.0000000,TO60916,539,20055,10,1,1,1
2016-12-28,2003-12-05T00:00:00.0000000,TO60945,223,23156,1,4,2,8
2016-12-28,2003-10-19T00:00:00.0000000,TO60945,477,23156,1,3,2,6
2016-12-28,2003-10-26T00:00:00.0000000,TO60945,479,23156,1,2,2,4
2016-12-28,2003-11-17T00:00:00.0000000,TO60945,488,23156,1,5,1,5
2016-12-28,2003-12-08T00:00:00.0000000,TO60945,584,23156,1,1,1,1
2016-12-28,2003-10-02T00:00:00.0000000,TO60906,536,11652,6,1,3,3
2016-12-28,2003-11-16T00:00:00.0000000,TO60906,528,11652,6,2,2,4
2016-12-28,2003-10-11T00:00:00.0000000,TO60941,541,25417,4,2,2,4
2016-12-28,2003-09-03T00:00:00.0000000,TO60941,220,25417,4,5,1,5
2016-12-28,2003-12-02T00:00:00.0000000,TO60941,462,25417,4,4,1,4
2016-12-28,2003-10-10T00:00:00.0000000,TO60941,530,25417,4,3,1,3
2016-12-28,2003-10-17T00:00:00.0000000,TO60941,578,25417,4,1,1,1
2016-12-28,2003-09-08T00:00:00.0000000,TO60946,479,22292,4,3,2,6
2016-12-28,2003-11-02T00:00:00.0000000,TO60946,477,22292,4,2,1,2
2016-12-28,2003-10-13T00:00:00.0000000,TO60946,604,22292,4,1,1,1
2016-12-28,2003-11-29T00:00:00.0000000,TO60934,489,15028,9,2,1,2
2016-12-28,2003-11-04T00:00:00.0000000,TO60934,581,15028,9,1,1,1
2016-12-28,2003-12-10T00:00:00.0000000,TO60936,477,19970,9,3,2,6
2016-12-28,2003-10-26T00:00:00.0000000,TO60936,479,19970,9,2,2,4
2016-12-28,2003-12-02T00:00:00.0000000,TO60936,375,19970,9,1,1,1
2016-12-28,2003-11-19T00:00:00.0000000,TO60936,472,19970,9,4,1,4
2016-12-28,2003-12-02T00:00:00.0000000,TO60939,530,11070,9,3,3,9
2016-12-28,2003-09-25T00:00:00.0000000,TO60939,480,11070,9,4,2,8
2016-12-28,2003-09-08T00:00:00.0000000,TO60939,541,11070,9,2,1,2
2016-12-28,2003-09-15T00:00:00.0000000,TO60939,562,11070,9,1,1,1
2016-12-28,2003-11-24T00:00:00.0000000,TO60942,477,25413,1,3,2,6
2016-12-28,2003-11-04T00:00:00.0000000,TO60942,479,25413,1,2,2,4
2016-12-28,2003-11-08T00:00:00.0000000,TO60942,578,25413,1,1,1,1
2016-12-29,2003-10-14T00:00:00.0000000,TO60988,528,14762,4,1,2,2
2016-12-29,2003-10-02T00:00:00.0000000,TO60999,480,15172,6,2,2,4
2016-12-29,2003-11-01T00:00:00.0000000,TO60999,484,15172,6,3,2,6
2016-12-29,2003-09-30T00:00:00.0000000,TO60999,537,15172,6,1,1,1
2016-12-29,2003-09-22T00:00:00.0000000,TO61029,480,13575,7,4,2,8
2016-12-29,2003-11-03T00:00:00.0000000,TO61029,530,13575,7,2,2,4
2016-12-29,2003-12-14T00:00:00.0000000,TO61029,541,13575,7,3,2,6
2016-12-29,2003-12-03T00:00:00.0000000,TO61029,564,13575,7,1,1,1
2016-12-29,2003-10-05T00:00:00.0000000,TO61013,360,14605,6,1,1,1
2016-12-29,2003-11-24T00:00:00.0000000,TO61013,485,14605,6,2,1,2
2016-12-29,2003-09-23T00:00:00.0000000,TO60980,477,13920,6,2,2,4
2016-12-29,2003-11-26T00:00:00.0000000,TO60980,478,13920,6,1,2,2
2016-12-29,2003-11-19T00:00:00.0000000,TO60980,473,13920,6,3,1,3
2016-12-29,2003-09-11T00:00:00.0000000,TO61003,223,12592,10,1,2,2
2016-12-29,2003-09-13T00:00:00.0000000,TO60974,480,11530,6,2,2,4
2016-12-29,2003-10-21T00:00:00.0000000,TO60974,529,11530,6,1,2,2
2016-12-29,2003-11-21T00:00:00.0000000,TO61011,484,14366,1,2,2,4
2016-12-29,2003-11-13T00:00:00.0000000,TO61011,483,14366,1,3,1,3
2016-12-29,2003-10-05T00:00:00.0000000,TO61011,589,14366,1,1,1,1
2016-12-29,2003-10-08T00:00:00.0000000,TO60981,232,15748,6,2,1,2
2016-12-29,2003-10-08T00:00:00.0000000,TO60981,475,15748,6,1,1,1
2016-12-29,2003-11-22T00:00:00.0000000,TO60984,528,16082,1,1,2,2
2016-12-29,2003-11-04T00:00:00.0000000,TO60984,215,16082,1,2,1,2
2016-12-29,2003-12-04T00:00:00.0000000,TO60989,235,13672,7,2,1,2
2016-12-29,2003-09-14T00:00:00.0000000,TO60989,474,13672,7,1,1,1
2016-12-29,2003-11-27T00:00:00.0000000,TO60995,535,15445,7,1,3,3
2016-12-29,2003-09-22T00:00:00.0000000,TO60995,528,15445,7,2,2,4
2016-12-29,2003-09-13T00:00:00.0000000,TO60995,214,15445,7,3,1,3
2016-12-29,2003-10-04T00:00:00.0000000,TO60963,528,21405,9,2,2,4
2016-12-29,2003-09-19T00:00:00.0000000,TO60963,214,21405,9,3,1,3
2016-12-29,2003-09-25T00:00:00.0000000,TO60963,537,21405,9,1,1,1
2016-12-29,2003-11-02T00:00:00.0000000,TO61024,381,20196,1,1,1,1
2016-12-29,2003-09-22T00:00:00.0000000,TO60965,477,22915,9,1,2,2
2016-12-29,2003-12-04T00:00:00.0000000,TO60965,482,22915,9,2,2,4
2016-12-29,2003-12-13T00:00:00.0000000,TO60958,214,13580,8,2,1,2
2016-12-29,2003-12-03T00:00:00.0000000,TO60958,356,13580,8,1,1,1
2016-12-29,2003-10-31T00:00:00.0000000,TO61018,481,14240,1,4,2,8
2016-12-29,2003-12-11T00:00:00.0000000,TO61018,485,14240,1,5,2,10
2016-12-29,2003-10-26T00:00:00.0000000,TO61018,356,14240,1,1,1,1
2016-12-29,2003-11-03T00:00:00.0000000,TO61018,528,14240,1,3,1,3
2016-12-29,2003-09-11T00:00:00.0000000,TO61018,537,14240,1,2,1,2
2016-12-29,2003-10-27T00:00:00.0000000,TO61026,477,26895,10,3,2,6
2016-12-29,2003-11-17T00:00:00.0000000,TO61026,479,26895,10,2,2,4
2016-12-29,2003-10-12T00:00:00.0000000,TO61026,604,26895,10,1,1,1
2016-12-29,2003-09-01T00:00:00.0000000,TO60959,528,13026,9,2,2,4
2016-12-29,2003-10-10T00:00:00.0000000,TO60959,535,13026,9,1,2,2
2016-12-29,2003-11-18T00:00:00.0000000,TO60959,485,13026,9,3,1,3
2016-12-29,2003-09-04T00:00:00.0000000,TO60959,491,13026,9,4,1,4
2016-12-29,2003-09-11T00:00:00.0000000,TO60971,528,14939,8,2,2,4
2016-12-29,2003-12-09T00:00:00.0000000,TO60971,220,14939,8,4,1,4
2016-12-29,2003-09-14T00:00:00.0000000,TO60971,362,14939,8,1,1,1
2016-12-29,2003-09-04T00:00:00.0000000,TO60971,537,14939,8,3,1,3
2016-12-29,2003-10-28T00:00:00.0000000,TO60976,484,24968,1,3,2,6
2016-12-29,2003-09-27T00:00:00.0000000,TO60976,529,24968,1,2,2,4
2016-12-29,2003-09-01T00:00:00.0000000,TO60976,540,24968,1,1,1,1
2016-12-29,2003-10-20T00:00:00.0000000,TO60993,528,15696,7,1,3,3
2016-12-29,2003-10-25T00:00:00.0000000,TO60993,486,15696,7,3,1,3
2016-12-29,2003-10-16T00:00:00.0000000,TO60993,537,15696,7,2,1,2
2016-12-29,2003-09-21T00:00:00.0000000,TO60997,480,24875,8,3,2,6
2016-12-29,2003-09-24T00:00:00.0000000,TO60997,529,24875,8,1,2,2
2016-12-29,2003-10-02T00:00:00.0000000,TO60997,538,24875,8,2,2,4
2016-12-29,2003-09-04T00:00:00.0000000,TO60990,528,17776,10,1,2,2
2016-12-29,2003-11-18T00:00:00.0000000,TO60990,535,17776,10,2,2,4
2016-12-29,2003-09-26T00:00:00.0000000,TO60990,220,17776,10,3,1,3
2016-12-29,2003-09-29T00:00:00.0000000,TO60961,485,18742,9,1,2,2
2016-12-29,2003-11-16T00:00:00.0000000,TO60987,477,24805,6,1,2,2
2016-12-29,2003-10-14T00:00:00.0000000,TO60964,477,23128,9,1,2,2
2016-12-29,2003-09-26T00:00:00.0000000,TO60964,220,23128,9,2,1,2
2016-12-29,2003-11-25T00:00:00.0000000,TO61005,529,20472,1,2,2,4
2016-12-29,2003-12-10T00:00:00.0000000,TO61005,373,20472,1,1,1,1
2016-12-29,2003-11-20T00:00:00.0000000,TO61005,480,20472,1,4,1,4
2016-12-29,2003-09-17T00:00:00.0000000,TO61005,540,20472,1,3,1,3
2016-12-29,2003-10-25T00:00:00.0000000,TO61006,480,17163,4,4,2,8
2016-12-29,2003-09-28T00:00:00.0000000,TO61006,529,17163,4,2,2,4
2016-12-29,2003-10-07T00:00:00.0000000,TO61006,539,17163,4,3,2,6
2016-12-29,2003-12-08T00:00:00.0000000,TO61006,583,17163,4,1,1,1
2016-12-29,2003-10-01T00:00:00.0000000,TO61010,220,14365,4,2,1,2
2016-12-29,2003-10-31T00:00:00.0000000,TO61010,588,14365,4,1,1,1
2016-12-29,2003-10-05T00:00:00.0000000,TO60956,478,12853,10,2,3,6
2016-12-29,2003-09-28T00:00:00.0000000,TO60956,362,12853,10,1,1,1
2016-12-29,2003-12-06T00:00:00.0000000,TO61017,485,14120,4,2,3,6
2016-12-29,2003-10-16T00:00:00.0000000,TO61017,464,14120,4,4,2,8
2016-12-29,2003-09-01T00:00:00.0000000,TO61017,214,14120,4,3,1,3
2016-12-29,2003-11-14T00:00:00.0000000,TO61017,360,14120,4,1,1,1
2016-12-29,2003-09-02T00:00:00.0000000,TO61032,223,28487,9,3,2,6
2016-12-29,2003-10-13T00:00:00.0000000,TO61032,491,28487,9,2,1,2
2016-12-29,2003-09-19T00:00:00.0000000,TO61032,585,28487,9,1,1,1
2016-12-29,2003-12-06T00:00:00.0000000,TO60991,529,16281,7,2,2,4
2016-12-29,2003-11-29T00:00:00.0000000,TO60991,539,16281,7,1,2,2
2016-12-29,2003-09-12T00:00:00.0000000,TO60991,215,16281,7,3,1,3
2016-12-29,2003-09-30T00:00:00.0000000,TO60975,223,29020,4,2,2,4
2016-12-29,2003-12-01T00:00:00.0000000,TO60975,530,29020,4,1,1,1
2016-12-29,2003-10-29T00:00:00.0000000,TO60966,223,13615,9,2,2,4
2016-12-29,2003-11-16T00:00:00.0000000,TO60966,476,13615,9,1,1,1
2016-12-29,2003-11-10T00:00:00.0000000,TO60986,528,15853,4,1,2,2
2016-12-29,2003-09-03T00:00:00.0000000,TO60986,487,15853,4,2,1,2
2016-12-29,2003-11-25T00:00:00.0000000,TO61020,473,22225,1,2,1,2
2016-12-29,2003-09-28T00:00:00.0000000,TO61020,605,22225,1,1,1,1
2016-12-29,2003-10-29T00:00:00.0000000,TO60982,477,18666,1,1,1,1
2016-12-29,2003-11-02T00:00:00.0000000,TO60982,491,18666,1,2,1,2
2016-12-29,2003-10-09T00:00:00.0000000,TO60978,540,19217,6,1,1,1
2016-12-29,2003-12-10T00:00:00.0000000,TO61000,528,11887,4,1,2,2
2016-12-29,2003-09-09T00:00:00.0000000,TO61000,214,11887,4,3,1,3
